MENSAJES;POLARIDAD
Estimado Walter he invitado a los otros companeros al grupo pero aun no se han unido Hasta mientras avancemos entre los dos En un rato subire mi contribucion del REAS;neutro
Ok Xavier;positivo
companero ya localizo a la otra companera integrante de este grupo;neutro
Jimmy y tambien tienes que enviarle el link de este grupo via correo a la tutora este es su mail dijara utpl edu ec;neutro
Y despues de eso debemos trabajar para el documento que irian los pasos a seguir;neutro
TENEMOS QUE TRABAJAR EN ESTE DOCUMENTO APORTANDO IDEAS PARA CREAR UN SOLO TRABAJO;neutro
iniciemos con el primer paso;neutro
primero comenzamos entrando a word y damos clic en la palabra insertar;neutro
Digitamos un texto y configuramos los margenes;neutro
asi es;neutro
uno vez que esta hecho eso procedemos a editar el encabezado y pie de pagina;positivo
nos vamos a la opcion insetar y nos aparecera un cuadro que dira encabezado y pie de pagina y daremos clic en el estilo que deseemos;positivo
Cambiamos la fuente del documento;neutro
LUEGO ESCRIBIMOS LO QUE VA APARECER COMO ENCABEZADO Y DAMOS CLIC EN CERRAR ENCABEZADO Y PIE DE PAGINA;positivo
Hacemos una vista preliminar del texto;positivo
OK AHI QUE HACER UN RESUMEN DE ESTO;positivo
TENEMOS QUE LLEGAR A UNA SOLA IDEA;neutro
AHI QUE TOMAR ESTAS IDEAS Y HACERLA UNA SOLA;positivo
Luego insertamos el numero de pagina;neutro
Y PROCEDEMOS HACER ESO DE ACUERDO A COMO LO QUEREMOS A SOLO UNA PAGINA O A TODO EL DOCUMENTO;neutro
para poner el pie de pagina los pasos a seguir son muy similares a los del encabezado;positivo
estos pasos los ponemos en word y lo subimos aqui en el grupo de facebook o se lo mandamos por correo a la profesora porque por lo que lei dice 5 de noviembre subida del dcto al eva;neutro
esperemos que responda la profesora al mensaje que le preguntantes para poder subir el trbajo;positivo
companero aqui le dejo el link que le habia dejado por interno;positivo
Companera ya lei la informacion del link que me envio;neutro
ok este es el mismo link que te habia enviado en mesenger;neutro
Claro me sirvio de mucho para aprender;positivo
ok companero estamos muy bien entonces;positivo
Muy buenas noches FELICITACIONES esta linda la portada;positivo
Muchas gracias licenciada;positivo
companera esta enviado un mensaje al eva de los companeros pero lamentablemente no responden;negativo
Y ahora como hacemos el trabajo si los companeros no responde nada;negativo
Companero le recuerdo q tenemos que aportar todos para realizar el trabajo no olvide chequear bien el documento del eva en el que se encuentran las indicaciones del trabajo;positivo
Buenas noches estimados companeros y profe De igual manera me presento me llamo Juan Carlos Caluguillin para mi es un gusto poder trabajar con ustedes igual soy de la cuidad de Quito y sigo Administracion en Banca y Finanzas estoy dispuesto a dar todo de mi para que saquemos el mejor provecho de esta oportunidad que nos brinda la profe de trabajar juntos Entonces estamos en contacto para ver como seguimos con el trabajo Buena noche;positivo
Buenas tardes con todos me llamo Lizbeth Chele soy de la provincia de Orellana estudio la carrera de Educacion Infantil para mi es un placer trabajar con ustedes en equipo y de mi parte aportare en todo Estaremos en contacto para ver lo del trabajo;positivo
Companero el trabajo esta bien pero nos falta hacer el trabajo y otra ocsa companero que nos falta eligir la secretario a;positivo
muchas gracias companero ya estoy haciendo mi trabajo para que tambien lo revisen asi saber sus opiniones;positivo
Seria importante poner en la portada algo que se relacione con el tema o con la asignatura;neutro
Como les va companeros Favor procedamos a la eleccion del o la secretari Ideas para realizar la eleccion;neutro
Mmmm no se haber como le hacemos;neutro
Alguien se puede ofrecer seria mucho maa sencillo;neutro
Ok gracias compa;positivo
Ok ccompanero gracias por la colaboracion ahora si mas manos a la obra;positivo
la coevluacion y la autoevaluacion creo que deberiamos hacerlo al final del trabajo que les parece;positivo
Ok compa;positivo
gracias companero;positivo
Si compa en la noche yo tambien voy a subir los pasos;positivo
Yo tambien lo revise y si esta bien q les parece si hacemos un debate por la tarde para que a todos nos quede claro los pasos y que el companero Jose Luis Arias proceda a subir el documento;positivo
En la noche Jose Yo salgo d mi trabajo a las 6;positivo
Por mi esta bien a las siete de la noche companeros que les parece para estar todos conectados;positivo
Ok x mi no hay problema;positivo
buenas tardes companeros perdon por llegar tarde bueno como veo que han quedado para de noche hacer un debate;positivo
buenas companero;positivo
buenas noches companeros creen ustedes que podemos dar inicio al debate;positivo
reportensen porfavor;negativo
Buenas compitas aqui presente;positivo
comapnera Lizbeth Chele se encuentra con nosotros;positivo
buenas noches companeros;positivo
demos inicio entonces;neutro
estoy lista comenzemos;neutro
empecemos con los pasos para poner un encabezado en un documento anadamos todos los pasos y si encontramos alguna inquietud la damos a conocer;positivo
Lo primero seria ir a la pestana insertar;neutro
Encabezado y seleccionar el tipo d encabezado se quiere;positivo
primero es ir la ficha de inserta;positivo
recordemos que esto podemos hacerlo cuando el documento ya esta listo y darnos cuenta que el icono INSERTAR esta en la barra de herramientas;positivo
luego se escoje la opcion del encabezado como dijo el companero;neutro
por lo general la pestana insertar siempre esta entre las opciones de World;positivo
asi es se elige el tipo de encabezado que vamos a utilizar y damos clic de esta manera se despliega ya en el documento para poder ingresar el texto que vamos utilizar en el encabezado;positivo
igualmente de acuerdo con la companera;positivo
damos enter y ya esta listo el encabezado;positivo
Como senalaba la profe debemos tambien dar una vista previa al documento para ver si esta quedando como lo deceamos;neutro
exacto companero eso tambien debemos tener en cuenta ademas senalar que el encabezado aparecera en todas las hojas del documentos cierto companeros;positivo
si al comienzo y al final aparecen;positivo
los datos del encabezado;neutro
tambien hay opciones donde aparecera una nueva ficha con todas las herramientas para realizar las modificaciones graficas del encabezado;positivo
creo que es en todas las hojas del documento aparece tanto el encabezado como el pie de pagina estamos de acuerdo en eso;positivo
verdad;positivo
algo mas que agregar companeros acerca del encabezado para proceder al pie de pagina;positivo
muy cierto;positivo
de mi parte es todo;positivo
por mi parte tambien;positivo
yo creo que lo mejor es en presentacion;positivo
diapositivas;positivo
si es diapositivas es mejor;positivo
estoy de acuerdo con eso para hacerle con graficos si es posible;positivo
buena idea;positivo
les parece si esta noche tratamos de hacer todos y apenas tengamos lo subimos en esta pagina para poder observar dar nuestras criticas y proceder a subir al eva;positivo
mmm si estoy de acuerdo;positivo
se que todos tenemos obligaciones y pasamos ocupados pero hagamos lo posible;positivo
de acuerdo;positivo
pero hoy mismo hay que subir;neutro
yo tengo entendido que tambien debemos subir la prectica 9 conjuntamente con los pasos;positivo
la practica yo creo que es mejor en word y los pasos en power point;positivo
asi es pensaba en lo mismo Junior K lu;negativo
sii en word;positivo
entonces asi quedamos realicemos los pasos todos lo subimos y depues vemos cual esta mejor para presentarlo;positivo
hagamos lo posible compas por subir hoy mismo los pasos porq la practica ya la subimos todos;positivo
si despues vemos el mejor y los subimos;positivo
ok compas muchas gracias;positivo
cual creen que debemos de subir de las practicas para unicamente insertar los nombre de las personas que falten;neutro
x mi no hay problema;positivo
por mi tampoco;negativo
entonces solo seria que aumentes los nombre de los demas y creo q estaria listo;positivo
si solo dice subir los pasos del encabezado y pie de pagina;positivo
Yo tampoco tengo inconveniente companera porfavor insert los nombres de los q faltamos;neutro
Asi es;positivo
Hagamos los pasos y manana por la manana decimos para que Jose Luis Arias que suba;positivo
listo;positivo
Bien compas asi quedemos;positivo
ok compas muchas gracias;positivo
ok companero hasta manana cualquier cosa le aviso;positivo
gracias por el tiempo y la dedicacion hasta manana;positivo
buena noche companeros;positivo
favor companera corrija mi apellido soy AGURTO muchas gracias;neutro
OK COMAPERA DISCULPE YA LO CORRIGO;neutro
me parece bien por mi no hay ningun problema Y quien va a subir el trabajo hasta hoy tenemos plazo de subir la practica;positivo
Ok Jose;positivo
que buenos trabajos que han realizado companeros felicidades a todos;positivo
BUENAS NOCHES A TODOS Comenzamos por saber quienes forman parte del acertijo Vecinos casas mascotas bebidas cigarrillos;positivo
Hola Miguel Angel GRACIAS POR SU GENEROSIDAD;positivo
Gracias Ingeniera;positivo
Adjunto solucion obtenida respecto al ejercicio;negativo
En mi caso empece por considerar las posiciones dadas de cada casa despues con colores de casa mascota bebida y cigarrillos;positivo
Gracias Cristina Cuenteme se ha comunicado con Miguel Angel le pido que lo haga por favor;positivo
Si Ing con Miguel Angel estamos en contacto con el otro companero del grupo no logramos contactar;neutro
Buenas noches Ing Dunia Ines Jara Roa y companeros Por correo nos hemos contactado y seguimos trabajando;positivo
Companeros buenos dias;positivo
Que les parece si manana a la 8 pm en linea para iniciar con la primera interaaccion y compartir el PLE personal;neutro
Ok me parece bien;positivo
Companeros buenas tardes confirmen o propongan a que hora pueden en mi caso puedo conectarme de lunes a viernes a partir de las 9 pm;positivo
hoy a las 8 PM esta bien para mi;positivo
ENTORNO PERSONAL DE APRENDIZAJE PLE se entiende como la forma concreta de entender como se aprende y en que contextos se aprenden es decir nos referiremos a las interrogantes de Donde Aprendo Haciendo que Aprendo Y Con quien aprendo Es decir que es un conjunto de herramientas fuentes de informacion conexiones y actividades que cada persona utilizan de forma asidua para aprender;positivo
COMPANEROS POR FAVOR SI EXISTEN OBSERVACIONES DE LAS APORTACIONES POR FAVOR DECIRLAS PARA MEJORAR NUESTROS TRABAJOS Y PULIR EL TRABAJO FINAL;neutro
COMPANERO DEBE HACERLE LA INVITACION A LA TUTORA PARA QUE VEA EL TRABAJO QUE ESTAMOS REALIZANDO CASO CONTRARIO NO TENDREMOS NOTA;neutro
Ya esta la tutora como miembro del grupo acaba de unirse;positivo
Como estan companeros comparto mi PLE;neutro
Hola a todos as Creo que seria interesante cambiar la imagen del muro que dicen;neutro
Un paisaje talvez;positivo
Hola compas estoy por salir del trabajo desde manana me pongo al dia con el grupo saludos a todos estamos en contacto P;positivo
Hola companeros como estan debemos empezar a hacer el documento para enviarlo haber a que hora podemos interactuar todos para elaborar el documento Saludos companeros;positivo
Q les parece lunes 28 a partir de las 19h00;positivo
Buena hora Espero podamos todos;positivo
Pilas companeros que hasta el 30 tenemos que enviar el ple del grupo;positivo
q debemos hacer quien es el jefe de grupo y el secretario;positivo
El secretario soy yo yo tengo que enviar el documento con el ple el jefe es el companero aristide;neutro
Entre todos tenemos que elaborar el ple global;positivo
pero no hay mas aportaciones que la suya y la mia;negativo
Esperemos manana aporten los demas companeros;positivo
companero si no hay aportes debe realizar el informe con los nuestros;neutro
Companeros debido al feriado todavia estoy viajando yo llego 2 de la tarde a mi casa el dia de manana 30 de Diciembre yo me puedo encargar de generar el documento con los 3 PLE pero eso si revisen sus aportes tienen que basarse en el ejemplo que esta dentro de la plataforma confirmar si aceptan mi propuesta yo mas o menos 3 de la tarde me siento a trabajar y pues estamos en contacto a esa hora si desean nos vemos por aqui saludos;positivo
No podemos confiarnos ya que manana es el ultimo dia mas bien colabore con su aporte del ple y la definicion porque como secretario tengo que enviar el documento al medio dia;negativo
ok entonces antes de las 10 de la manana voy a intentar completar la tarea gracias;positivo
companeros adjunto PLE;positivo
mas arriba anadi el archivo;neutro
DEFINICION DE PLE EL PERSONAL LEARNING ENVIROMENT AMBIENTE PERSONAL DE APRENDIZAJE es una caja de herramientas toolbox digital que cubre actividades como GENERAR ORGANIZAR y COMPARTIR contenido en linea el PLE puede consistir en blogs wikis feeds RSS almacenamiento en la nube paginas web sitios de almacenamiento de archivos estos sitios pueden ser creados y mantenidos por una persona como individuo o por un grupo de personas;neutro
Gracias por su tiempo companero y;positivo
Companeros no se olviden de hacer la COEVALUACION y la AUTOEVALUACION es hasta el dia de hoy 4 de Enero PILAS;positivo
Y es una por estudiante;neutro
la autoevaluacion es para uno mismo y la coevaluacion en la hoja esta marcado 1 2 3 4 5 es una sola hoja para todos lo companeros;neutro
ES LO QUE CREO EL BIMESTRE PASADO FUE IGUAL;positivo
ME AVISAN SI ESTOY ENTENDIENDO MAL;negativo
No brother Tienes que evaluar a cada uno de los integrantes del grupo Pilas ahi;neutro
TIENES RAZON ES DE CADA UNO YA ESTOY HACIENDO TOCA PONER EL NOMBRE DEL COMPANERO Y EVALUARLO NO HARAN QUEDAR DE ANO GGGGGG;positivo
Jajajaja Pilas ahi Todo 2 jajaja;positivo
Hola todos buenas noches;positivo
Hola muy buenas noches les parece si en la portada se coloca una imagen que tenga relacion con la asignatura les parece;positivo
Buenas noches con todos q tal le parece la imagen de portada del grupo o tienen otra idea;positivo
buenos dias si me gusta tambien me agrada esta imagen no se q opinan;positivo
Buen dia companera q tal le fue en la solucion del ejercicico espero q bien por mi parte aun lo esoy terminando espero en la noche enviarle el link y manana poder realizar el chat como el bimestre anterior para poder subir el trabajo en grupo que le parece Gracias y un exelente dia;positivo
Buenos dias companero si me parece muy bien de igual manera hoy en la noche comparto el link y debemos quedar de acuerdo manana a q hora realizamos el chat entonces para enviar el trabajo Un buen dia;positivo
Chevere todas dos Companeros quien facilita el link de google para los trabajos;positivo
Buen dia companera espero a mas tardar en la noche le envio el link para comparar el ejercicio para poder subir lo del grupo;positivo
buenos dias companeros por favor me pueden confirmar si hoy podemos hacer un chat grupal para revisar el tema del trabajo colaborativo;positivo
Valeria Fiallos companera le estamos escribiendo;neutro
Companeros yo tambien hice una portada una red de neuronas y de fondo Alan Turing;positivo
Igual q las anteriores imagenes esta muy bonita por como la ha disenado la felicito;positivo
Karina mil garcias es un lindo diseno;positivo
PLANIFICACION Platicar compartir la forma en que cada uno a soluciono el ejercicio 5 13;positivo
Companera para la solucion del problema q metodo utilizo;positivo
Use comprobacion hacia delante con propagacion de restricciones;negativo
en el libro base tambien la recomiendan para el acertijo de la zebra;positivo
Lo acabo de revisar me parece bien aunque yo lo hize con otro formato de todad formas gracias por el aporte;positivo
No hay de que companero;positivo
Cada uno de los participantes del grupo utilizo el mismo metodo pars resolver el problema de satisfaccion de restricciones aunque cada uno utilizo una logica diferente lo que llevo a obtener la misma respuesta;neutro
Claro todos llegamos al mismo resultado aqui mi link de google drive;neutro
Este es mi link donde esta la solucion del problema planteado;positivo
En este link se encuentra mi archivo con la solucion del ejercicio;positivo
Que bueno companeros ya terminamos saludos a todos;positivo
Gracias por la invitacion a unirme al grupo Que les parece si se hace una portada que tenga relacion con el nombre de la asignatura;positivo
Gracias a usted profesora si es buena idea lo de la portada;positivo
Hola chicos espero se encuentren muy bien como es de su conocimiento este bimestre nos toco realizar el trabajo grupal a los 4 nuevamente la tutora ya subio la actividad que debemos realizar por favor confirmar si ya lo hicieron gracias;positivo
Hola Ani La actividad es crear una carpeta en Google drive y compartirla segun lo que tengo entendido;positivo
si pero compartirla desde su computadora al sitio web y viceversa;neutro
saludos companeros como van esos animos no se olviden de comentar en este medio saludos a todos;positivo
Buenas noches chicos como estan como uds saben hay que realizar la actividad recomendada alguien tuvo algun inconveniente para poder irlo solucionando y poder desarrollarla ahora de manera conjunta;positivo
Te comento que por parte mia no tube inconveniente crear una cuenta en google drive;neutro
Listo Ani tenemos instalado Google drive;neutro
Tengo la cuenta creada y abierta en mi computador y en Internet;positivo
Ya termine de instalar la aplicacion de Googler drive sin incoveniente alguno;positivo
ok chicos ahora hay que crear subir un documento a google drive y ver si aparece en su pc y viceversa;positivo
ya cree la carpeta en Google Drive con su respectivo nombre y viceversa espero a q termine de sincronizar con mi pc;positivo
Si Ani lo cree y lo puedo visualizar en los dos sitios;positivo
listo ambos archivos estan sincronizados tanto en la carpeta del pc y en la pagina principal de Google Drive;positivo
ok chicos esa era la actividad a realizar como cada uno de nosotros lo realizo sin ningun inconveniente ahora tenemos que armar un documento con la solucion de la actividad;positivo
Tania muy buenos dias mil gracias por compartirnos su tarea Ahora si los demas podran opinar Adelante quien se anima;positivo
Gracias buenos dias licenciada si pues al principio se me acomplejo un poco pero ya logre hacerlo;positivo
Companera al abrir el enlace del trabajo me sale en blanco que sera no lo puedo visualizar;negativo
Pues yo si la abri y me salio los archivos;neutro
Lo mismo me pasa con su trabajo no lo puedo visualizar noce por que;negativo
Claro uno mismo si puede que sera ya voy a ver como hago gracias companera;positivo
Igual yo estoy tratando de abrir el trabajo gracias tambien;positivo
Ya companera el problema es q hay q entrar desde una computadora ahi si hay como;positivo
Ah gracias companera eso hare entonces gracias;positivo
Muy bien su trabajo companera Tania Chasi solo q le falto crear una carpeta y dentro de ella guarduar mas archivos una vez completado eso seria excelente;positivo
Excelente companera muy bonito motiva la portada;positivo
Muy bien por la portada Ahora si a resolver el ejercicio propuesto;positivo
Por favor su ayuda con los mails de los integrantes para compartir mi archivo;neutro
Allison ya te comparti el archivo;neutro
Por favor revisa y me comentas;neutro
Edisson te comparti mi archivo favor revisa y comparte el tuyo para revisar;neutro
por favor Alisson tambien comporte tu archivo para revisar y poder entre los tres decidir cual archivo es el que vamos a usar;neutro
ya le comparti companera el archivo revisar por favor;neutro
Hola para que pueda observar los correos de los participantes debe hacer clic en participantes dentro del EVA;positivo
Me parece que esta completo y que tiene buenas ideas;positivo
Si bueno todos tiene la mayor parte en comun gracias a la evaluacion a distancia;positivo
Por favor companeros me indican si pueden realizar la encuesta;neutro
Hola companeros por favor se podrian conectar para poder empezar;neutro
presente;positivo
revisemos de uno en uno los pundos de documento;positivo
por favor Edison ingresar tambien al documento;neutro
Me dice Allison que ya puede ver el documento;positivo
Vamos con el Robot que juega futboll;positivo
Medidas de Rendimiento;positivo
en el documento dice Eficiencia de juego buen jugador rendimiento;positivo
Les parece que esta bien;positivo
Edison no se ven tus publicaciones;negativo
que les parece si comentamos en el documeto;neutro
exacto;positivo
estamos en el Robot;positivo
vamos por partes Alison;neutro
creo yo en orde;positivo
Primero el Robot;positivo
Edison comentarios del Robot;positivo
medida de rendimiento seria partidos ganados metas en favor y en contra;neutro
ami tambien me parece ya que eso ya lo teniamos en el libro;positivo
y nodeberiamos cambiarlo;negativo
lo cambiamos;positivo
Edison;positivo
ok entoncs fijemos otor objetivos;positivo
Es un buen punto Alison;positivo
Alison como mediriamos la eficiencia juego;positivo
tiene que ser algo cuantitativo;negativo
pero llegariamos al mismo punto que esta en la evaluacion;negativo
a mi me parece que podrian ser tambien partidos jugados;positivo
o numero de partidos jugados por cada integrante;positivo
entoces seria numero de partidos jugados;positivo
mejor seria ponerla una mediada de rendimiento en base al tiempo que el robot esta en el campo de juego;neutro
entonces como seria;neutro
por favor panteen como quedaria;neutro
Numero de partidos jugados en un periodo de un ano;positivo
pues la medidas de rendimiento refleja su exito;positivo
del agente;neutro
ok;positivo
queda como dice Alison que dices Edison;neutro
faltariia yun complemento para los partidos perdidos;positivo
no es que siempre vaya a ganar;negativo
ok en eso estoy;positivo
Les perece Numero de partidos ganados tiempo dedicado a cada partido y partidos perdidos;neutro
osea le dejamos como esta en la tabla;neutro
si lo que pasa que eso ya estaba;neutro
creo de gana nos estamos desgastando;positivo
Como vemos estamos llegando a las mismas concluciones;neutro
numero de partidos ganados eficienciaporpartido numero de partidos perdidos;neutro
si;positivo
Numero de partidos ganados tiempo dedicado a cada partido y numero de partidos perdidos;neutro
ok;positivo
eficiencia por partido se supone que termina el juego y tenemos el rendimiento del agente;neutro
es como se mide;positivo
como mides la eficiencia;positivo
es cuantitativo;positivo
eficiencia es como actua en robot en su entorno;positivo
medir rendimiento seria medir si consume 10 wats de energia en cada partido o mas;neutro
por favor ya concreten;neutro
ok compas continuemos con el entorno;positivo
que hay que reviar mucho;neutro
pero tiene que quedar cambiado ya que tu Edison tienes que hacer el documento final por ser el secretario;neutro
o tu te encargas de cambiarlo;negativo
jajajaj enserio y que tengo que hacer o q;neutro
Y como tal tienes que colocar el documento ya modificando y con todo;positivo
entoces Edison por favor ingresa al documento y sigue cambiando;neutro
En el documento seleccionado comprobar argumentar o refutar cada una de las respuestas asignadas 7 de noviembre 13 de noviembre c;positivo
pero si kedamos en lo mismo;neutro
por esa razon les decia que debemos concretar;neutro
como quedo;negativo
Numero de partidos ganados POR QUE;neutro
entoces eso ponemos;neutro
ES LA CALVE PRINCIPAL PARA VER COMO TRAJABA EN SU ENTORNO;positivo
digan si o no;negativo
por favor tengo que levantarme a las 4 30;negativo
Numero de partidos ganados y numero de partidos perdidos ESTO KEDA EN MEDIDAS DE RENDIMIENTO;negativo
tengo ninos que hacer el desayuno;positivo
vamos con entorno;positivo
para mi es solo la Cancha de Futbol;neutro
Alison por favor entoces di cuales;neutro
y como quedaria;neutro
Numero de partidos ganados tiempo para cada partido y numero de partidos perdidos;negativo
asi keda;negativo
el entorno no son las personas;negativo
es donde se desarrolla;positivo
chancha de futbol esta correcto;positivo
Alison estas de acuerdo;positivo
porque es algo logico el doctor a quien va a curar;positivo
claro porque la chancha de futbol tiene arcos;neutro
queda asi;positivo
hospital es un establecimiento y ademas los pacientes y el personal tambien pueden estar en otros hospitales;positivo
el diagnostico medico es un resultado de lo que hacen los medicos y e hospital;positivo
es por eso que el entorno son los demas;neutro
en caso del robot el se mueve en la cancha;positivo
ok le pongo un ejemplo cancha de basket cree que esten incluidos los aros;positivo
si;positivo
entoncs si hablamos de una cancha de futbol estan los arcos;positivo
si;positivo
el futbol no seria futbol sin arcos;neutro
ok eso es lo que trato de decir si ponemos cancha de futbol ya estan los arcos;positivo
ese seria suentorno;positivo
exacto;positivo
ok continuemos con los actuadores;positivo
de la accion de jugar futbol;positivo
estas de acuerdo Alison;positivo
me quedan 20 minutos;negativo
por favor companeros;negativo
a que sea Cancha de Futbol;neutro
ok actuadores;positivo
digan;neutro
yo pienso que debe tener una orientacion reconocimiento de patrones y inteligencia artificial;neutro
osea;negativo
exactamente;positivo
inteligencia artificial le permite razonar y toamr deciciones;positivo
para mi tambien me parece los sensores;positivo
y necesita dispositivos de visualizacion;neutro
y dispositivo de orientacion;neutro
eso son actuadores;neutro
los dispositivos que hacen que el robot se mueva en la canha;neutro
podria ser;neutro
se supone que ahi no seria inteligencia artificial;negativo
porque el robot lo tiene que hacer solo;neutro
Dispositivo de visualizacion y orientacion Robot;positivo
eso si estoy de acuerdo;positivo
solo las dos;neutro
Dispositivo de visualizacion y orientacion;positivo
pero tambien de tener brazos y manos articuladas;positivo
para no perder el equilibrio;positivo
si tiene razon Edison;neutro
estamos hablando del Robot;neutro
ok queda Dispositivo de visualizacion y orientacion;positivo
vamos con sensores;neutro
pero como keda;negativo
Dispositivo de visualizacion y orientacion;positivo
Dispositivo de visualizacion orientacion piernas y pies articulados brazos y manos articuladas;positivo
porque no puede kedar asi;negativo
ya estamos diciendo que estamos hablando del Robot;neutro
ahi en el libro hay un ejemplo de un robot que selecciona componentes;neutro
entoces pongan Edison;neutro
y tiene brazos y manos articuladas;positivo
ok;positivo
siiii;positivo
jajaj;positivo
sensores;neutro
ok;positivo
Camara sensores tactiles sensores de movimiento sensores de velocidad acelerometro;positivo
keda asi estan de acuerdo;positivo
si;positivo
ok;positivo
ok;positivo
ok tengo una consulta;neutro
Edison ira modificando el documento;positivo
eso mismo les keria dcir;neutro
borrara todo lo que ya no es neceario;positivo
hay que modificarlo directo;negativo
o tengo que ir explicando como llegamos a esa cponclusion;negativo
si directo;positivo
ok entoncs lo hago en el mismo archivo y reenvio;positivo
hay que adornarlo con una caratula;neutro
eso cada unto;negativo
con los nombres de los participantes del grupo;positivo
les parece si nos dejamos ahi;positivo
eso estamos haciendo;neutro
ok;positivo
entoces comentemos el documento y lo revisamos manana;neutro
cuando terminamos de revisar;neutro
manana;positivo
hay que entregar el maximo el domingo;positivo
creo que si nos conectamos a las 8 podremos terminar;positivo
les anticipo yo no puedo el sabado todo el dia porque tengo el matrimonio de mi hermano;neutro
manana no puedo trabajo en la noche;negativo
entoces el domingo a las 8 de la manana;positivo
si listo compas ese dia;positivo
ok;positivo
y los comentarios en el documento;neutro
Edison trata de empezar el documento final ya con la cartula;positivo
y con lo que quedamos hoy;positivo
para que lo termines pronto;neutro
ok companeras;positivo
una buena noche;positivo
igualmente;positivo
HOLA COMPANERAS POR FAVOR PUEDEN CONECTARSE;negativo
Hola Pablo Mil gracias por compatir su tarea promoviendo asi la interaccion con sus companeros;positivo
Gracias Sayra MUY BIEN;positivo
Buenas noches Sayra Leon por favor para realizar la discusion del ejercicio muchas gracias;positivo
Buenas noches Pablo;positivo
me gustaria terminar entre los dos ya que el otro companero no ha dado senales de vida hasta el momento mi desarrollo del ejercicio;positivo
si Pablo el otro companero no ha respondido ninguno de los mensajes que he dejado;negativo
ok entonces analicemos;positivo
Has revisado mi ejercicio tal vez;neutro
veo que ya has desarrollado sin embargo;neutro
estuve revisando y bueno es correcta la resolucion manual de tu trabajo pero es exactamente eso manual;positivo
es decir todas esas conclusiones en base a las pistas del libro no es posible que la computadora las pueda leer;negativo
que te parece si te explico como va mi trabajo;positivo
claro explicate mejor para poder enterder a que te refieres gracias;positivo
Todo lo que has logrado hacer ahora lo que se necesita es abstraer a algo que pueda entender la maquina Empezaria por ejemplo reducir la matriz que tienes tu a arreglos;positivo
despues definir variables que ya las tienes definidas;neutro
despues verlos dominios que tambien veo qeu los tienes correctos;positivo
ahora las restricciones;negativo
hi es donde entra lo que te digo la maquina por ejemplo n puede ver como nosotros toda la matriz de una y verla logicamente y sacar conclusiones de hecho el acceso es sucesivo secuencial no simultaneo comouna vita humana;neutro
ahora con respecto arestricciones es facil definir que el inglnes esta en la casa roja es decir as restricciones faciles son esas;neutro
Entonces matematicamente las restricciones obvias estan definidas en el documento mio si puedes ver;neutro
Entonces yo realizo en base a las restricciones el recorrido que la maquina haria en cada abrirlo sin embargo cuando me encuentro con restricciones como El hombre que fuma Chesterfields vive en la casa al lado del hombre con el zorro es donde me detengo porque no se como definir matematicamente estas restricciones Me hago entender;negativo
Ahora hablando de inteligencia artificial necesitamos definir el problema en funcion de un algoritmo de busqueda en este caso el algoritmo de busqueda de local;neutro
ok estamos hablando como resolver el ejercicio de acuerdo a una busqueda pero recuerda que se lo debe implementar a un agente inteligente que aprende y que guarda informacion;positivo
Si revisas sobre el algoritmo de busqueda local la solucion no es un nodo si no es una combinacion en forma de arreglo;negativo
Es un array;positivo
Claro la forma de aprender es justamente de las restricciones si tu te fijas en mi ejercicio vamos a ver que planteo en las casas en funcion de un arreglo los colores en funcion de otro arreglo las nacionalidades en funcion de otro y asi;positivo
Entonces lo unico que hago es ir simulando como haria el recorrido la maquina comparando con las restricciones;neutro
entonces de acuerdo a cada restriccion el agente guarda cada informacion anadida;positivo
claro;neutro
pero necesita las restricciones;negativo
sin embargo tienes razon porque las restricciones que no son fijas puedes ser aprendidas segun se siga desarrollando el algoritmo;negativo
en eso tienes razon;neutro
ahora la pregunta subsiste como definirias matematicamente una restriccion qeu no es fija;negativo
por eso de acuerdo a cada restriccion la informacion la guarda y el ejercicio esta basado en una busqueda vuelta atras porque tiene que regresar a ver la informacion de las otras variables y poder registrar en las demas;neutro
si es lo que haces manualemnte;positivo
pero como programarias esa resticcion en base a un planteamiento matematico;neutro
ahi eta la cosa;neutro
en el planteamieento;neutro
porque de hecho el ejercicio no dice resolver el ejercicio sino como lo plantearia;negativo
en las restricciones que no son fijas se lo programaria como te lo dije por la busqueda vuelta atras y se colocaria la informacion con un if verificando si ya existe ese valor tendria que ponerlo otro y seguir verificando si los valores son correctos de acuerdo a las resctricciones;neutro
debe seguir poniendo los valores dar las opciones que se presentarian e ir tomando cada opcion y hasta llegar a la respuesta correcta;neutro
Estimada Sayra ya lo resolvi mediante la formulacion que habiamos conversado ayer disculpame la hora por favor pero he pasado todo el dia trabajando en el ejercicio Publico en el grupo la solucion final Cualquier comentario o duda sin problema te lo agradezco mucho;positivo
Listo para realizar el trabajo de este bimestre;positivo
A la espera de que se integre nuestro companero George Apolo Gallardo;positivo
Aqui estoy companeros que hay que hacer;neutro
El trabajo Colaborativo companero debemos debatirlo Debemos fijar fecha y hora para hacerlo Propongo dia Jueves a las 17h00;positivo
Companero como esta yo pino que realizo Un chat de los tres y ahy hagamos este debate diariamente yo al final paso el informe como un debate y ya esta es mas practico ya que todos tenemos diferentes tiempos asi lo realize en el pasado trabajo;positivo
Companeros por saber en que chat vamos a empezar a comunicarnos sobre el trabajo;positivo
